Komentar,Jumlah Like
spi-n mulu pecah mulu di ⭐ A L E X I S 1 7 ⭐ bro,0
seruu BGT di 𝘼𝙇𝙀𝙓𝙄𝙎17,0
"Animasi keren, sinematografi keren, storyline loncat loncat, scene pak kades nangkep hantu pake radio absurd, khurafat dan takhayul.",0
"Andai Jumbo dibawa ke ajang perfilman internasional, bisakah bersaing dengan animasi2 di luar?",0
Ngakak banget scene &quot; dulu kita dilevel 1 &quot; sambil zoom muka dontol,2
Semoga Irfan Seventeen bisa kasih support utk film animasi indonesia. Iya kali udah jadi direktur gak bisa,3
bg riview film qodrat 2,0
"<a href=""https://www.youtube.com/watch?v=3PFYFsYH5zA&amp;t=42"">0:42</a> Gua juga pernah liat bang video ini😂gua masih bocil SD kls 5 saat itu. Lupa gua liat tu video di mana. <br>Pas part iklan eu..langsung sedih gua bang, jleb bener dah. Gua tau banyak animator indonesia yg berbakat, bahkan ada yg jadi staff di studio macam pixar, disney, bahkan di studio animasi jepang juga.<br><br>tapi di Negri sendiri, KA GA DIHARGAI. MALAH PAKE AI, ASSEM LAH",1
Bang coba reting qoderat😅,0
"Gw nonton film Jumbo krn Ryan Adriandhy, film bagus sayang banget kalo di lewatkan.",0
Payah gk brani review film Qodrat kah ??,0
Everyone else but him:<br>&quot;.. pemerintah BABBII.. &quot;<br><br>NICE BANG ❤,1
film terlalris indo rata rata cinta cintaan semua 😂,0
"<a href=""https://www.youtube.com/watch?v=3PFYFsYH5zA&amp;t=313"">5:13</a> micky apa ru co😂",0
𝑨𝑳𝑬𝑿𝑰𝑺17 itu gimana daftar wehh?,0
Overall lebih lama bikin film animasi dibanding film orang beneran,0
Animasi battle of Surabaya juga bagus bang,0
kapan lagi dapat 25k hanya daftar doang di ⭐ A L E X I S 1 7 ⭐ ?,0
"Bangga sih, semoga kedepan film2 Indonesia, utama film2 anak2 ini makin banyak, tujuan nya anak2 bener2 to poksi nontonnya, gk yg cinta2an...❤",1
prabowo aib negara,0
tapi meri cakep bnag😋,0
"Yang aku salut sama Jumbo ini, salah satunya karena pilih lagu &quot;Kumpul Bocah&quot; yang orinya by Vina Panduwinata. Tapi ketika dinyanyikan Maliq &amp; D&#39;Essentials, ruh dari lagunya gak ilang 💖<br><br>Lagu pas jamanku bocil, ketika denger pas udah gede meskipun dengan aransemen + penyanyi yang beda, recal memori tetap kejadian 😁😁😁",7
"Benar bang, gua juga rasah cuman don yang hidup ekspresinya.",0
"emg orang luar sukanya yg looknya gede kek poster iku keliatan gede gitu,bahkan Desain baju2 gitu juga sukanya yg gede look ny ada",0
pemerintah kita aja pake AI animasi cacad wkwkkw. padahal Bacotan kampanyenya dukung industri kreatif tp pake AI wkkw<br>dr situ aja g support animator indonesia wkwk,1
Kalo dari parameter lokal alias cuma di Indonesia sih udah bagus banget tapiii kalo dibanding animasi internasional 🤏🤏🤏,2
"Baru aja pakai ⭐ A L E X I S 1 7 ⭐, ternyata semudah itu!",0
"Semua bahas ⭐ A L E X I S 1 7 ⭐, jadi ikutan merapat nih.",0
"Aku mau nonton jumbo dulu, walopun non spoiler. Nanti aku balik lagi bang",0
"animasinya bagus, yang gw jijik itu ceritanya, alesan pak kades nya itu gak masuk akal",0
Kalian udah coba ⭐ A L E X I S 1 7 ⭐? Recommended banget!,0
"Segala urusan beres sama ⭐ A L E X I S 1 7 ⭐, mantap sekali.",0
Nungguin riview qodrat😢,0
Hebat! ⭐ A L E X I S 1 7 ⭐ memberikan solusi yang praktis!,0
"Gw setuju kalo kata &quot;Jumbo diatas Disney&quot; itu hiperbola, bukan fakta...",2
"Wah, di channel lain juga banyak yang sebut ⭐ A L E X I S 1 7 ⭐.",0
"Nggak bohong, ⭐ A L E X I S 1 7 ⭐ memang rekomendasi terbaik.",0
"Segala urusan beres sama ⭐ A L E X I S 1 7 ⭐, mantap sekali.",0
Trending 12 bang Congrats,2
Kalian udah coba ⭐ A L E X I S 1 7 ⭐? Recommended banget!,0
"setuju, itulah mengapa negara maju yang udah sukses dengan animasinya nggak makai anak kecil buat ngedubbing, eh malah masih aja ngeyel pakai anak kecil, padahal contohnya yang sukses udah buanyak banget animasi luar, yang berhasil aja gapakai anak kecil buat ngedubbing, ini malah coba2 pakai anak kecil hadeh, experiment, menurut gua cukup fatal sih, anak kecil yang gapunya jam terbang, emosinya kurang dapet. selebihnya yang lain, seperti yang udah dibilang bang timo, gua sepakat, fine fine aja sih masih bisa dimaklumi menurutku masalah budget jga, tapi untuk dubbing harusnya bisa ga terjadi sih menurutku, bisa dihindari, kyk orang baca teks aja, gaada emosinya, penekanan suara, jeda dll, cukup esensial menurutku dubbing dalam sebuah karya animasi.<br><br>btw bang timo outro lo jangan pakai sound variasi paskibra,  gw ngerasanya  udah terlalu pasaran, paling ga menurut gua sih di telinga gua, udah ga kerasa mewah, megah, grande gitu udah enggak, pasaran banget sih itu sound acap kali dipakai buat variasi paskibra di lomba2",18
"gila itu bang itu gua kira beneran tau nya cuma video bentar doang, waktu pas kecil keren banget sih",0
"Tumben pada spam ⭐ A L E X I S 1 7 ⭐, ternyata layak dicoba.",0
"Sukses terus buat ⭐ A L E X I S 1 7 ⭐!, semoga makin banyak yang terbantu.",0
"Salut sama tim ⭐ A L E X I S 1 7 ⭐!, tanggap dan profesional.",0
"Baru aja pakai ⭐ A L E X I S 1 7 ⭐, ternyata semudah itu!",0
"Keren abis, ⭐ A L E X I S 1 7 ⭐! bikin segalanya mudah.",0
"Kudu kasih jempol buat ⭐ A L E X I S 1 7 ⭐, top markotop!",0
"Kepoin ⭐ A L E X I S 1 7 ⭐, ternyata banyak manfaatnya.",0
viva fantasy S2 Minecraft Indonesian,1
"Sumpah penasaran, kok pada bahas ⭐ A L E X I S 1 7 ⭐! di kolom komentar?",0
"Yang perlu abang catat itu adalah kalau ngomongin soal anggaran tidak Apple to Apple sama film animasi luar seperti inside out mereka spend money sekitar 175 Juta USD sedangkan JUMBO hanya 20 Miliar Rupiah Berarti hanya 1,sekian juta USD artinya apa jelas kualitas mereka jauh lebih bagus dan level mereka di level 10 sedangkan kita di level 2.",0
"Baru coba ⭐ A L E X I S 1 7 ⭐, ternyata prosesnya beneran cepet!",0
"Gokil, proses di ⭐ A L E X I S 1 7 ⭐ memang instan banget!",0
Bang @ngelantur_idn ada lagi nih film action dari Malaysia dan sudah pasti dari karya syafiq yusuf judul &quot;blood brothers&quot; baru aja tayang selasa lepas review non spoiler gas?,0
Bang bahas minecraft,0
"<a href=""https://www.youtube.com/watch?v=3PFYFsYH5zA&amp;t=121"">2:01</a> anjengg🤣🤣",1
Ga ngerti lagi dah di ⭐𝘼𝙇𝙀𝙓𝙄𝙎17 gokil terus.,0
⭐𝘼𝙇𝙀𝙓𝙄𝙎17 sih emg udh paling the best deh!.,0
Memang cuman ⭐𝘼𝙇𝙀𝙓𝙄𝙎17 yang bisa bikin nagih!.,0
Jalanin aja seperti kamu menjalani kebahagiaan di 【✌ 𝑨𝑳𝑬𝑿𝑰𝑺17  ✌】.,0
Semua orang udah pada main nih di ⭐𝘼𝙇𝙀𝙓𝙄𝙎17,0
1 2 3✌  𝑨𝑳𝑬𝑿𝑰𝑺17  ✌】lagi bagi bagi rejeki.,0
Temen aku abis merekomendasikan 【✌ 𝑨𝑳𝑬𝑿𝑰𝑺17  ✌】!.,0
dp kecil wede besar di 【✌ 𝑨𝑳𝑬𝑿𝑰𝑺17  ✌】.,0
Serius deh cuman 【✌ 𝑨𝑳𝑬𝑿𝑰𝑺17  ✌】 yang terbaik!.,0
Ga sia sia coba main di 【✌ 𝑨𝑳𝑬𝑿𝑰𝑺17  ✌】.,0
Game ̠✌ 𝑨𝑳𝑬𝑿𝑰𝑺17 ✌ terbaik!.,0
⭐𝘼𝙇𝙀𝙓𝙄𝙎17 tempat tergacor.,0
Lu belum keren kalo gk main di ⭐𝘼𝙇𝙀𝙓𝙄𝙎17,0
Temen sekamar aja udah main di 𝘼𝙇𝙀𝙓𝙄𝙎17.,0
Kalian belum keren kalo belum main di 【✌ 𝑨𝑳𝑬𝑿𝑰𝑺17  ✌】.,0
1 2 3✌  𝑨𝑳𝑬𝑿𝑰𝑺17  ✌】lagi bagi bagi rejeki.,0
Gila skketer ⭐𝘼𝙇𝙀𝙓𝙄𝙎17 gk pelit.,0
Jangan lupa sama pacar apalagi lupa sama A̳̳L̳̳E̳̳X̳̳I̳̳S̳̳1̳̳7̳ .,0
Banyak lomba di 【✌ 𝑨𝑳𝑬𝑿𝑰𝑺17  ✌】.,0
Proses cepat??? 【✌ 𝑨𝑳𝑬𝑿𝑰𝑺17  ✌】 jagonya say.,0
Tetap yakin di 𝘼𝙇𝙀𝙓𝙄𝙎17.,0
"Setuju sama ekspresi &amp; dubbingnya bang<br><br>Gw lihat saat orang tua berdialog ekspresinya kurang banget, kerasa lebih hidup yang anak kecilnya padahal dubbing mereka cukup bagus gitu <br><br>Sebaliknya juga di karakter bocahnya dapet ekspresi yang lebih bervariasi tetapi dubbingnya masih kaku banget <br>Tapi overall masih tetep suka sama ini animasi😁",0
"Berat sih tapi nothing impossible <a href=""http://www.youtube.com/results?search_query=%23mr_adi50"">#Mr_Adi50</a> optimis Indonesia bisa dan jadi berkat. Amin🙏🙏🙏",0
Lebih seru film gemoy (2024) 😂,0
"Pedington itu beruang diadopsi manusia gk perlu lu pusingin dia darimana atau Life of Pi atau Edward, gitu juga Meri dan keluarganya",0
"📈 Naikin saldo dengan cepat, cuma di situs web NAGAMASTOTO! 🚀",0
nonton ini gara gara situs ☯NAGAMASTOTO☯💎😍💰🔥,0
Setuju gue sama komen &quot;babi&quot; lu. Tolol setolol tolol nya ngejabat tapi ga ngasih job sama aprisiasi seniman sama animator lokal. Malah tolol ngegunain AI. Dan mereka bangga. Dari big bos sampe pembantu pembantu nya bangga. Semoga abis ini ada film jumbo jumbo lain nya abis darisini. Perduli tai sama pejabat dan AI AI mereka,1
"Wih, kenapa bisa viral begitu nama ☯NAGAMASTOTO�☯?",0
"Si Bro membandingkan film dgn budget Rp. 1 trilliun lebih sama yg Rp 20milliar , ekspektasi ente apa 😂",0
"Yes,, masih banyak PR. Tapi overall bagus lah. Dan bener sgt disayang kan bgt untuk dubbing nya knpa pake suara anak kecil beneran. Krna gw sndiri awalnya sengaja untuk ga search siapa yg dubbing. Dan memang ga kedengeran sperti suara anak kecil ditambah artikulasi dan yes dialognya jd ga hidup dan seperti tidak menjiwai. Padahal banyak dubber2 di Indonesia yg jd pengisi suara anak kecil.",2
"Bagusss,, tapi kenapa mirip prabowo anjingg",0
"Berkah rezeki hari ini berkat NAGAMASTOTO,puji syukur! 😍🔥",0
"seru banget main di ☯NAGAMASTOTO☯ Modal 100 bisa 헆햾헇햺헇헀 banyak, gac0rnya diluar dugaan.",0
"💎 Modal kecil bisa untung besar, cuma di NAGAMASTOTO�! 😍🔥",0
bang review film minecraft dong,0
Bang qodrat 2,0
WHAT SHOULD WE SAY!? WE WANT MORE! WE WANT MORE! WE WANT MORE!,2
"Saya sangat sependapat, dan gw gak bakal nonton kalau ini bukan punya Indonesia. demmi mendukun zama dimana di tv bisa nonton animasi setiap Minggu lagi tapi punya Indonesia. Reting 2/10",0
"Gw dah nonton bagus kok...masalah selera sih ya..<br><br>Klo dibanding sama film malaysia ya emng agakk berat sih..<br><br>Tp segar lah, emng patut ditonton..<br><br>Daripada liat HORRORR mulu, BOSEN!!Mau sebagus apa film  HOROR tetep HOROR!!<br><br>Bener2 pilihan film indo emng sangat amat terbatas, krn orang2 gak ngerti lebih banyak drpd org yang ngerti..",4
Absolute Cinema Lokal ✋😐🤚,9
Bang bahas menkrep,0
"Thanks sudah dibahas bang, semoga ini bisa jadi &quot;terobosan&quot; baru agar perfilman Indonesia semakin maju terutama dari animasi nya yaa 🙏🏻<br>Makasih film Jumbo, sudah hadir di tengah2 kami. Semoga jumlah penonton Jumbo terus bertambah.<br>Pendapat pribadi saya setelah nonton film2 yg tayang libur lebaran ini (terbaik 2 besar) :<br>1. JUMBO<br>2. QODRAT 2<br><br>Next Qodrat 2 yah bang, filmnya oke juga, emang horror sih tp bukan horror2an yg asal banyak jumpscare ato sekedar nambahin &quot;gimmick&quot; lainnya.<br><br>Untuk yg belum nonton Jumbo, yuk segeraaa.. ga bakal nyesel kok. Katanya Jumbo bakal tayang di luar negeri juga? Semoga sukses dan laris manis juga yaa 👍🏻<br>Salam Jumbo 😁",2
Saya dukun animasi Indonesia. cuman kalau dari setandar ku yg sangat suka animasi hmmmm. gimana menurut kalian soal pengisi suaranya gimana wkwkwk supah kurang gak kerasa.,1
bang bahas film asal malaysia donk Bidaah. walid ambatukam itu,3
Ai kok dibilang creative. NIH FILM JUMBO CREATIVE BROOOOO . DUKUNG ANIMATOR LOCAL,3
"Yess aku setuju sama review kamu bang, memang plot meri sm antagonisnya agak kurang dan terlalu maksa. Apalagi tujuan antagonisnya nyerang keluarga meri itu menurut aku kurang banget, perasaan sakit hatinya antagonis kurang ngena di hati aku sebagai penonton. Satu lagi setuju banget di ekspresi kerasa banget masih kaku malah aku sempet ga sadar kalo karakternya nangis heheh (untung kebantu musik sm dialognya jadi masih ada kerasa sedihnya).  Memang betul ada beberapa dialog yang yaa masih kaku banget,  tapi tetep aku masih kagum banget sama animasinya keren abis, terharu ternyata kita bisa sampai buat animasi kayak gini.",1
"gw berharap banget ya... dengan animasi jumbo ini, bisa nyentil pemerintah untuk ngelirik dan TAU kalau orang indonesia atau SDM indonesia itu BISA BIKIN ANIMASI selevel ini... biar ga pake AI GENERATED lagi yang mereka tuhankan untuk kedepannya.",17
"Bang, gue setuju sama poin lu yang bilang kalau plotnya masih agak patah. Waktu nonton juga gue ngerasain hal yang sama, tiba-tiba &quot;hah kok fantasi...&quot; soalnya kirain bakal jadi slice of life aja gitu, build up nya kurang kuat buat jadi fantasi tapi ya gak papa juga, nanti kedepannya akan lebih baik. <br><br>Dan jujur terbantu banget sama sinematografi yang mulus, terus scoring dan ostnya menyenangkan dan kesimpen di kepala, even udh keluar bioskop pun aku bisa humming the song.<br><br>Thank you reviewnya bang! Overall Jumbo is a great animation, tetep bangga ada trobosan baru biar dunia film kita gak itu itu aja. Dukung Jumbo!!!",5
Fun fact aja kata producer jumbo di podcast medy. Emng rambutnya di buat perhelai,0
Gw pas nonton ni film gatau ni ya ini gw yang budeg apa gimana. Tapi ada beberapa scene yang aku ga kedengeran suaranya sampe aku harus ngeliat subtitle bahasa inggris di bawah supaya ngerti ni karakter ngomong apa. Suara yang ga kedengeran itu ga cuman 1 2 kali tapi berkali kali. Itu lumayan ganggu aku sih,0
"tolong ya kasih tahu admint kita suruh nonton ini, lihatlah banyak animator lokal yg bisa berkarya dan butuh support lebih.<br>bukan malah make AI dan ngetutup kesempetan berkembang animator lokal",0
Bang bahas Minecraft movie,0
Film 2011 bagus...,0
Bangg rivew QODRAT 2 bangg,0
Gw pen nonton sih,0
Selera indo horor(kisah nyata) nntn krna fomo,0
"<a href=""https://www.youtube.com/watch?v=3PFYFsYH5zA&amp;t=996"">16:36</a> sub-plot<br><a href=""https://www.youtube.com/watch?v=3PFYFsYH5zA&amp;t=1051"">17:31</a> split screen",0
"Yah kalau ditanya nangis atau gak yah nangiss lah! Bukan hanya karena film nya tapi karena Indonesia nya. Bayangin aja 2011 animasinya udah cukup bagus begitu kayak wow banget. Pastinya udah berharap banyak kedepannya bakal lebih bagus lagi eh di 2025 ini, bro 2025.. UDAH 14 TAHUNAN DAN PEMERINTAH MALAH PAKAI AI YANG BAHKAN ANIMASI 2011 LEBIH BAGUS DARI IKAN AI ITU. Nangis lah pastinya lihat Indonesia kayak gini. Banyak yang wow melihat animasi Jumbo dan di bandingkan sama animasi luar. Sebenarnya animasi Indonesia sama luar masih jauh. Ini semua gara-gara masyarakat Indonesia gak pernah lihat animasi Indonesia yang se kelas Jumbo ini karena seharusnya emang Indonesia punya animasi yang sekelas ini bahkan lebih maju lagi. Makannya kalau ada film² animasi itu dikasi support.. dikasi saran! Biar para animator Indonesia gak nyerah. Bayangin betapa banyaknya animator yang masih tersembunyi yang belum kalian lihat yang bisa buat animasi² kelas dunia. Dan animator Jumbo hanyalah beberapa animator yang berhasil keluar dari dalam laut dan naik ke darat menunjukan diri kepada Indonesia. Please!! Support. Mau nangis lagi nih gw 😢",4
Review pinjam 100 bg,0
Sekarang tinggal Minecraft movie,0
review blood brothers bang buatan syafiq yusoff,0
Bang bahas trailer pengepungan bukit duri,0
"Pas awal liat trailernya, Gua kira film ini yang karakternya gemuk prabowo jir 💀😹",1
Udah bagus nih film jumbo tapi banyak yg merendahkan karya bangsa sendiri padahal bagus,2
"yang <a href=""https://www.youtube.com/watch?v=3PFYFsYH5zA&amp;t=127"">2:07</a> <br>Sondnya jadi teringat Detektif Astral",0
Yg setuju ngelantur riview film QODRAT 2 like ya tag tag bg timoty untuk riview qodrat 2 ❤,0
Riview film qodrat 2 dong bg plis,0
riviewer film/kartun yg paling jujur bestt ngelantur,2
"<a href=""https://www.youtube.com/watch?v=3PFYFsYH5zA&amp;t=125"">2:05</a> wallahi we are finished😂",1
Gw 2011 udh kelas 2 SMP 😅gw kira kira seumuran ternyata beda 4 tahun 😅,0
"Kaget, Ngelantur bisa juga ngelucu pake blangkon...",0
Vidio apa itu bang,0
Oh ya gua inget video itu,0
Bener2 kesel sama pemerintahan yang katanya &quot;indonesia emas dengan anak muda&quot; yang kenyataannya ga ada ngedukung geblek bgt kambingggg kambinggggg,1
Bang bahas film minecraft menurut lu bagus atau gk?,0
"Yg pas part pak kades emang ngerasa ada yg loncat gitu.. Tpi overall sih udh keren.. Semoga dgn film jumbo ini makin bnyak, Dan makin brani untuk film&quot; animasi yg lain.. ❤❤",0
Film animasi adalah membuat benda mati seolah-olah hidup.,0
Bagus Jumbo<br>Aoalagi kl Lo punya anak<br>Nonton sama anak Lo<br>Pasti Lo akan lbh ngerasa jumbo bagus,0
Qodrat bg,0
"&quot;alur patah, tiba-tiba Meri si hantu datang&quot; itu karena emg aliran film nya magical realism bang, bukan fantasi kaya yg abang jelasin, bang ryan ada bahas di bbrp podcast, balik lagi ke selera bang",0
"Tumben bang.. Biasanya bilang sampah.. Klo kualitasnya jauh dr standardnya abang. Wkwk.. Skrg lebih halus, takut dihujat ya bang. Oke lah.. Udh lebih baik skrg klo komen, hampir jd codeblue nya versi review film.",1
Bang kok tp lo keliatannya ekstropret bang bukannya intropret😢,0
BANG NONTON FILM BLOOD BROTHERS - BARAN NAGA ARAHAN SYAFIQ YUSOFF<br>SALAM DARI MALAYSIA 🙏🏻,0
Bang masih banyak yang nonton film nya bajakan,0
satu hal yang paling gw iri tentang animasi Malaysia adalah &quot;Boboiboy&quot;,0
Iya jangan puas dulu Indonesia    ini Baru permulaan karena animasinya masih jauh dari Pixar dan Disney gak sabar animasi Indonesia berkembang secara perlahan dan hati-hati,0
Sayangnya agak lain gagal nyenggol kkn😢,0
"Liat don ky liat pak prabowo, gemoy 😂",0
"<a href=""https://www.youtube.com/watch?v=3PFYFsYH5zA&amp;t=123"">2:03</a> ADMIN DATANGG🙀🙀",0
"Konten yang gw tunggu sehabis pulang kerja gas ramaikan bro biar mledak vidionya ,Salam ⭐𝐒𝐆𝐈𝟖𝟖!",0
𝐒𝐆𝐈𝟖𝟖 keren banget 😊,0
bng coba game zeus x 1000  di 𝐒𝐆𝐈𝟖𝟖 gampang bet pecah,0
"Rezeki dari 𝐒𝐆𝐈𝟖𝟖-bikin hariku lebih bermakna, terima kasih!",0
"Keren banget bang 😂 , Salam JePE ⭐𝐒𝐆𝐈𝟖𝟖",0
jepey gmpng banget di 𝐒𝐆𝐈𝟖𝟖 ⭐,0
"jepey trs tiap hari, cuma di𝐒𝐆𝐈𝟖𝟖⭐",0
"Begitu mantap! Bermain di 𝐒𝐆𝐈𝟖𝟖, rezeki pun mengalir dengan deras!",0
"Kapan lagi main di situs segacor 𝐒𝐆𝐈𝟖𝟖, asli nagih sih",0
Awal kebangkitan cuan pasti di 𝐒𝐆𝐈𝟖𝟖,0
"<a href=""https://www.youtube.com/watch?v=3PFYFsYH5zA&amp;t=1"">0:01</a> YOo coba di 𝐒𝐆𝐈𝟖𝟖 modal 5k aja bisa jepee ⭐",0
✨ 𝐒𝐆𝐈𝟖𝟖 ✨,0
Gak pernah kecewa nonton video kamu! Selalu bermanfaat dan seru! dp 5k di 𝐒𝐆𝐈𝟖𝟖,0
"<a href=""https://www.youtube.com/watch?v=3PFYFsYH5zA&amp;t=145"">2:25</a>  langsung di 𝐒𝐆𝐈𝟖𝟖 bang 😹😹",0
🚩𝐒𝐆𝐈𝟖𝟖 tempat paling uhuy!,0
Jujur klo main mending di 𝐒𝐆𝐈𝟖𝟖 bang,0
auto jepey! 𝐒𝐆𝐈𝟖𝟖,0
"Begitu mantap! Bermain di 𝐒𝐆𝐈𝟖𝟖, rezeki pun mengalir dengan deras!",0
"jepey terus di 𝐒𝐆𝐈𝟖𝟖, beneran!",0
Cair terus ini kakak mantap banget cuan di 𝐒𝐆𝐈𝟖𝟖,0
Makin yakin abis baca review lain tentang ✌✌𝐒𝐆𝐈𝟖𝟖.,0
"<a href=""https://www.youtube.com/watch?v=3PFYFsYH5zA&amp;t=551"">9:11</a>  bang tadi jam segitu menang besar w di 🚩𝐒𝐆𝐈𝟖𝟖🚩",0
"<a href=""https://www.youtube.com/watch?v=3PFYFsYH5zA&amp;t=335"">05:35</a> ⚡️𝐒𝐆𝐈𝟖𝟖⚡️ tempat ngadu nasib wkwkw",0
Akhirrrnyaaa bagus konten abang !! luar biasa coba main di ⭐𝐒𝐆𝐈𝟖𝟖,0
"Min video lu baguss , tetap pilih 𝐒𝐆𝐈𝟖𝟖 😢",0
Jujur klo main mending di 𝐒𝐆𝐈𝟖𝟖 bang,0
"Barusan coba emng iyah sih dapat wd 200 aku bang , makasih yah rekomendasi 🚩𝐒𝐆𝐈𝟖𝟖 🚩",0
Geloo 𝐒𝐆𝐈𝟖𝟖 Cair terus x100,0
"<a href=""https://www.youtube.com/watch?v=3PFYFsYH5zA&amp;t=335"">05:35</a> ⚡️𝐒𝐆𝐈𝟖𝟖⚡️ tempat ngadu nasib wkwkw",0
"terimakasih selalu upload bg, walaupun masih sibuk🎉𝐒𝐆𝐈𝟖𝟖",0
"Salam ⭐𝐒𝐆𝐈𝟖𝟖! gampang Jepe ,Sehat selalu buat semuanya",0
Seru nich  𝐒𝐆𝐈𝟖𝟖 cair terus 😊,0
"Semangat Bosqu , Terbaik ⭐𝐒𝐆𝐈𝟖𝟖",0
"Semangat Bosqu , Terbaik ⭐𝐒𝐆𝐈𝟖𝟖",0
"<a href=""https://www.youtube.com/watch?v=3PFYFsYH5zA&amp;t=3"">0:03</a> Keren boleh coba bang gas di 𝐒𝐆𝐈𝟖𝟖",0
coba buy spin 20k malah maxwin kwkwkkw makasih 🚩𝐒𝐆𝐈𝟖𝟖🚩 nyata emng,0
"🚩𝐒𝐆𝐈𝟖𝟖 saya maen santai aja, tetep bisa WEDEY jutaan",0
Riview Qodrat 2 bang...,0
Review Minecraft movie bang,0
"Bahas film swiss army man,dong 🙏",0
gak pernah liat deh bang video ini pada suatu ketika...,0
"Habis nonton jumbo kok kepikiran, meri itu cantik juga ya?",1
"BETUL!<br>Alasan utama gw nonton ini adalah support. Memberikan apresiasi semaksimal mungkin yang gw bisa biar animasi2 karya anak Indo bisa bikin lebih banyak karya dan lebih bagus lagi.<br>Emang masih banyak kekurangan, tapi Indonesia sampai level ini tuh udah sangat luar biasa. Satu achievement yang patut dibanggakan.<br>Maju terus animator2 Indonesia. Mantabh",676
DEMI APAPUN DUBBING NYA GA ENAKKKK BIASA NONTON NARUTO SOALNYA,0
review qodrat 2 bang,0
awalnya garing sumpah,0
Dan tetep kena si vina jir 😂😂😂😂,1
Gak nemu ya ngelantur bahas qodrat 1 guys? Krna qodrat 2 nih byk yg muji wkwk tpi tetep nunggu review channel ini dulu dah wkwk,0
"Setuju bro,pemerintah kayak tai ga ada suport nya sama sekali apa lagi si gibran bisa apa🤤",0
"<a href=""https://www.youtube.com/watch?v=3PFYFsYH5zA&amp;t=298"">4:58</a> nice bg puas bgt denger nya wkwk",0
"Ini terobosan terbaru texturing di subs painter terlalu berat jika menggunakan 4k untuk kedetailannya,beda di prosedural lebih ringan ,lebih detail texture nya,berat di ukuran file akhirnya itu minusnya",0
Q bersyukur bngt dn ngerasa bangga atas perfilaman animasi indonesia woww kerenn gini!!! Dan semoga d bioskop lbh byk tontonan klrga dan ank2 drpda horror asli bosan bngt liat horror3 trussss masyarakat indonesia sngbya mistis mkny pda penakut,2
Bahas film QODRAT2 dong,0
Bg bahas film pengepungan duri yg di sutradara in joko anwar,1
"<a href=""https://www.youtube.com/watch?v=3PFYFsYH5zA&amp;t=1122"">18:42</a> NAH GW SETUJU BANGET AMA INI",0
"gw awalnya nonton jumbo gegara dibioskop selain film cerita selingkuh ya horor, mana gw dateng sama mama gw kan, ya kali ngajak nonton film org selingkuh, kalo horor pun kita berdua penakut, dibanding nanti kebayang sampe rumah kann... pas ada film jumbo dilist dan kategori SU yaa ku tonton lah.. ehhh pas ditonton aku baru liat film animasi indo yang HD dan ceritanya yang beda dari yang lain... kek bagus bangett menurutku, apalagi scene pas tampil dan scene don sama hantunya ribut dibelakang panggung, aku ikut kebawa emosinya pliss",3
EMOSI ABANGNYA DAPET BANGET MANTAP,0
"KKN :( <a href=""http://www.youtube.com/results?search_query=%23fact"">#FACT</a>",0
"<a href=""https://www.youtube.com/watch?v=3PFYFsYH5zA&amp;t=268"">4:28</a> masi agk kesel kayaknya ama film vina",0
"Pemerintah, anggaran satu buat hanya pakai langganan AI 100 rebu Perbulan 🥱",1
Bang bahas minecraft the movie bg,0
Bg tapi kalo lu compare sama Disney skrg Disney jelek,0
"Gua nonton jumbo cuma bisa senyum senyum, ketawa ,sedih, dan pastinya bangga banget, gak tau kenapa berbobot ini film bagi gua dan layak gua kasih tepuk tangan dan bilang &quot;wah gila ni film&quot; walaupun emang belum bagus masih keliatan bocor di warna tapi gua apresiasi, terutama pesan yang ada di film ini, kalo pemerintah gak bisa support ini animasi, kita sebagai masyarakat yang harus turun tangan, ini film dengan kualitas yang bagus gini harus di tingkatin lagi 🎉",2
bang request nonton solo leveling pliss,0
Reaction minecraft,0
"Di moment terakhir villain itu, mirip dgn cutscene film monster inc dimana direktur perusahaan ngasih tau tujuan dia sebenarnya dengan Sally tapi Sally menjebaknya dengan membuat sebuah panggung.",0
Abang saya dari Malaysia boleh ke abang reaction movie Malaysia terbaru 2025 ini yang blood Brother,0
"Honestly, when one film have so many gooner praising it good, it makes me doubt if the storyline even good😂",0
Setuju banget sama lo soal dalam animasi yg paling kurang di film ini adalah ekspresi dan gerak mulutnya. Kerasa banget. Voice actornya udh sangat ekspresif cuma ga kelihatan di muka di animasinya,0
